texts,labels,predictions,z,normal_text,word_rationales
▁People ▁are ▁hiking ▁up ▁ a ▁mountain ▁with ▁no ▁green ery . </s> ▁People ▁are ▁playing ▁video ▁games . </s>,0,0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",People are hiking up a mountain with no greenery. People are playing video games.,"[0, 0, 1, 0, 0, 1, 0, 1, 1]"
▁People ▁are ▁hiking ▁up ▁ a ▁mountain ▁with ▁no ▁green ery . </s> ▁The ▁mountain ▁is ▁ bare . </s>,1,1,"[0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",People are hiking up a mountain with no greenery. The mountain is bare.,"[0, 0, 1, 1, 0, 0, 1, 1, 1]"
▁2 ▁people ▁with ▁backpack s ▁are ▁at ▁ a ▁table ▁with ▁ a ▁woman ▁with ▁ a ▁be ige ▁ blaze r ▁sitting ▁behind ▁it . </s> ▁10 ▁people ▁are ▁kiss ing </s>,0,0,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",2 people with backpacks are at a table with a woman with a beige blazer sitting behind it. 10 people are kissing,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0]"
▁2 ▁people ▁with ▁backpack s ▁are ▁at ▁ a ▁table ▁with ▁ a ▁woman ▁with ▁ a ▁be ige ▁ blaze r ▁sitting ▁behind ▁it . </s> ▁2 ▁people ▁are ▁at ▁ a ▁table </s>,1,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",2 people with backpacks are at a table with a woman with a beige blazer sitting behind it. 2 people are at a table,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0]"
▁A ▁man ▁in ▁ a ▁white ▁shirt ▁and ▁baseball ▁ hat ▁is ▁pushing ▁ a ▁cart ▁carrying ▁several ▁bags ▁on ▁ a ▁street . </s> ▁A ▁man ▁is ▁carrying ▁ a ▁bunch ▁of ▁kitten s . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A man in a white shirt and baseball hat is pushing a cart carrying several bags on a street. A man is carrying a bunch of kittens.,"[0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1]"
▁A ▁man ▁in ▁ a ▁white ▁shirt ▁and ▁baseball ▁ hat ▁is ▁pushing ▁ a ▁cart ▁carrying ▁several ▁bags ▁on ▁ a ▁street . </s> ▁A ▁man ▁is ▁walking ▁outside . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A man in a white shirt and baseball hat is pushing a cart carrying several bags on a street. A man is walking outside.,"[0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 1]"
"▁A ▁lady , ▁dressed ▁in ▁ a ▁costume , ▁is ▁ pos ing ▁with ▁an ▁ axe ▁in ▁the ▁middle ▁of ▁the ▁wood s . </s> ▁A ▁lady ▁with ▁an ▁ axe ▁is ▁standing ▁in ▁the ▁middle ▁of ▁ a ▁ crowded ▁mall . </s>",0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]","A lady, dressed in a costume, is posing with an axe in the middle of the woods. A lady with an axe is standing in the middle of a crowded mall.","[0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1]"
"▁A ▁lady , ▁dressed ▁in ▁ a ▁costume , ▁is ▁ pos ing ▁with ▁an ▁ axe ▁in ▁the ▁middle ▁of ▁the ▁wood s . </s> ▁A ▁lady ▁with ▁an ▁ axe ▁is ▁ pos ing ▁in ▁the ▁middle ▁of ▁the ▁wood s . </s>",1,1,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]","A lady, dressed in a costume, is posing with an axe in the middle of the woods. A lady with an axe is posing in the middle of the woods.","[0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
"▁While ▁two ▁students ▁are ▁jumping , ▁others ▁in ▁ a ▁classroom ▁are ▁sitting ▁or ▁standing . </s> ▁A ▁class ▁of ▁completely ▁ seated ▁students . </s>",0,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]","While two students are jumping, others in a classroom are sitting or standing. A class of completely seated students.","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 1, 1]"
"▁While ▁two ▁students ▁are ▁jumping , ▁others ▁in ▁ a ▁classroom ▁are ▁sitting ▁or ▁standing . </s> ▁Two ▁students ▁jumping ▁in ▁ a ▁class . </s>",1,0,"[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","While two students are jumping, others in a classroom are sitting or standing. Two students jumping in a class.","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]"
▁A ▁woman ▁in ▁ a ▁white ▁shirt ▁inspect s ▁ a ▁black ▁garment ▁while ▁sitting ▁in ▁ a ▁chair ▁at ▁ a ▁festival . </s> ▁A ▁woman ▁drinks ▁ a ▁beer . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman in a white shirt inspects a black garment while sitting in a chair at a festival. A woman drinks a beer.,"[0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1]"
▁A ▁woman ▁in ▁ a ▁white ▁shirt ▁inspect s ▁ a ▁black ▁garment ▁while ▁sitting ▁in ▁ a ▁chair ▁at ▁ a ▁festival . </s> ▁A ▁woman ▁inspect s ▁ a ▁garment . </s>,1,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman in a white shirt inspects a black garment while sitting in a chair at a festival. A woman inspects a garment.,"[0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]"
▁Three ▁young ▁people ▁are ▁sitting ▁in ▁ a ▁room ▁and ▁talking ▁to ▁one ▁another . </s> ▁There ▁are ▁people ▁indoor s . </s>,1,1,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Three young people are sitting in a room and talking to one another. There are people indoors.,"[1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
▁A ▁man ▁in ▁ a ▁brown ▁shirt ▁and ▁ a ▁white ▁baseball ▁cap ▁uses ▁ a ▁plastic ▁barrel ▁to ▁water ▁tomato ▁plants . </s> ▁A ▁man ▁water ing ▁ a ▁bon s a i ▁tree . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants. A man watering a bonsai tree.,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1]"
▁A ▁man ▁in ▁ a ▁brown ▁shirt ▁and ▁ a ▁white ▁baseball ▁cap ▁uses ▁ a ▁plastic ▁barrel ▁to ▁water ▁tomato ▁plants . </s> ▁A ▁man ▁water ing ▁plants . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]",A man in a brown shirt and a white baseball cap uses a plastic barrel to water tomato plants. A man watering plants.,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0]"
▁A ▁woman ▁in ▁black ▁is ▁getting ▁ready ▁in ▁her ▁bathroom . </s> ▁The ▁woman ▁is ▁in ▁the ▁bathroom </s>,1,1,"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A woman in black is getting ready in her bathroom. The woman is in the bathroom,"[0, 1, 0, 1, 0, 1, 1, 0, 0, 1]"
▁A ▁woman ▁in ▁black ▁is ▁getting ▁ready ▁in ▁her ▁bathroom . </s> ▁The ▁woman ▁is ▁wearing ▁black </s>,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A woman in black is getting ready in her bathroom. The woman is wearing black,"[0, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
▁A ▁woman ▁in ▁black ▁is ▁getting ▁ready ▁in ▁her ▁bathroom . </s> ▁The ▁woman ▁is ▁getting ▁ready </s>,1,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A woman in black is getting ready in her bathroom. The woman is getting ready,"[0, 1, 0, 1, 0, 0, 1, 1, 0, 1]"
"▁Six ▁male s , ▁four ▁with ▁ shirts ▁and ▁two ▁without , ▁have ▁taken ▁ a ▁break ▁from ▁their ▁construction ▁work ▁on ▁ a ▁building . </s> ▁A ▁soccer ▁team ▁is ▁standing ▁outside ▁of ▁ a ▁building . </s>",0,0,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Six males, four with shirts and two without, have taken a break from their construction work on a building. A soccer team is standing outside of a building.","[1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1]"
"▁Six ▁male s , ▁four ▁with ▁ shirts ▁and ▁two ▁without , ▁have ▁taken ▁ a ▁break ▁from ▁their ▁construction ▁work ▁on ▁ a ▁building . </s> ▁A ▁group ▁of ▁construction ▁workers ▁is ▁taking ▁ a ▁break . </s>",1,1,"[1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Six males, four with shirts and two without, have taken a break from their construction work on a building. A group of construction workers is taking a break.","[1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1]"
▁The ▁young ▁boy ▁in ▁ a ▁red ▁shirt ▁and ▁jeans ▁resist s ▁his ▁sister ' s ▁request ▁for ▁water ▁on ▁the ▁road . </s> ▁Kids ▁share ▁ a ▁drink . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",The young boy in a red shirt and jeans resists his sister's request for water on the road. Kids share a drink.,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]"
▁The ▁young ▁boy ▁in ▁ a ▁red ▁shirt ▁and ▁jeans ▁resist s ▁his ▁sister ' s ▁request ▁for ▁water ▁on ▁the ▁road . </s> ▁A ▁boy ▁den ies ▁his ▁sister ▁ a ▁drink . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",The young boy in a red shirt and jeans resists his sister's request for water on the road. A boy denies his sister a drink.,"[0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1]"
▁The ▁young ▁boy ▁in ▁ a ▁red ▁shirt ▁and ▁jeans ▁resist s ▁his ▁sister ' s ▁request ▁for ▁water ▁on ▁the ▁road . </s> ▁Kids ▁don ' t ▁share ▁water . </s>,1,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0]",The young boy in a red shirt and jeans resists his sister's request for water on the road. Kids don't share water.,"[0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1]"
"▁Two ▁middle - aged ▁police ▁officers ▁watch ▁over ▁ a ▁parking ▁lot , ▁at ▁night . </s> ▁The ▁mall ▁cop s ▁patrol ▁ a ▁store . </s>",0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]","Two middle-aged police officers watch over a parking lot, at night. The mall cops patrol a store.","[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
"▁Two ▁middle - aged ▁police ▁officers ▁watch ▁over ▁ a ▁parking ▁lot , ▁at ▁night . </s> ▁A ▁couple ▁cop s ▁keep ▁an ▁eye ▁on ▁the ▁parking ▁lot . </s>",1,0,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","Two middle-aged police officers watch over a parking lot, at night. A couple cops keep an eye on the parking lot.","[0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
"▁Two ▁middle - aged ▁police ▁officers ▁watch ▁over ▁ a ▁parking ▁lot , ▁at ▁night . </s> ▁The ▁officers ▁are ▁actually ▁security ▁guard s . </s>",0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","Two middle-aged police officers watch over a parking lot, at night. The officers are actually security guards.","[0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1]"
▁A ▁man ▁with ▁ a ▁be ard ▁is ▁playing ▁an ▁ a cou s tic ▁guitar ▁on ▁the ▁street . </s> ▁A ▁woman ▁flash e s ▁by stand ers . </s>,0,0,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]",A man with a beard is playing an acoustic guitar on the street. A woman flashes bystanders.,"[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1]"
▁A ▁man ▁with ▁ a ▁be ard ▁is ▁playing ▁an ▁ a cou s tic ▁guitar ▁on ▁the ▁street . </s> ▁A ▁man ▁plays ▁guitar ▁outside . </s>,1,1,"[0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man with a beard is playing an acoustic guitar on the street. A man plays guitar outside.,"[0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1]"
▁Two ▁fans ▁are ▁cheer ing ▁at ▁ a ▁sporting ▁event . </s> ▁Three ▁gal s ▁are ▁doing ▁their ▁makeup . </s>,0,0,"[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",Two fans are cheering at a sporting event. Three gals are doing their makeup.,"[1, 0, 0, 1, 0, 0, 1, 0]"
▁Two ▁fans ▁are ▁cheer ing ▁at ▁ a ▁sporting ▁event . </s> ▁Two ▁people ▁are ▁making ▁noise s . </s>,1,1,"[0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0]",Two fans are cheering at a sporting event. Two people are making noises.,"[0, 1, 0, 1, 0, 0, 1, 1]"
▁A ▁man ▁is ▁dancing ▁in ▁front ▁of ▁ a ▁band . </s> ▁The ▁man ▁is ▁buying ▁groceries . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A man is dancing in front of a band. The man is buying groceries.,"[0, 0, 0, 1, 1, 1, 0, 0, 1]"
▁A ▁man ▁is ▁dancing ▁in ▁front ▁of ▁ a ▁band . </s> ▁A ▁man ▁is ▁dancing . </s>,1,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A man is dancing in front of a band. A man is dancing.,"[0, 0, 0, 1, 1, 1, 0, 0, 1]"
▁A ▁woman ▁with ▁brown ▁hair ▁wearing ▁ a ▁white ▁shirt ▁is ▁standing ▁in ▁ a ▁door way ▁ surrounded ▁by ▁basket s ▁as ▁ a ▁woman ▁in ▁ a ▁red ▁shirt ▁passes ▁by . </s> ▁The ▁woman ▁is ▁blonde . </s>,0,0,"[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman with brown hair wearing a white shirt is standing in a doorway surrounded by baskets as a woman in a red shirt passes by. The woman is blonde.,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1]"
▁A ▁woman ▁with ▁brown ▁hair ▁wearing ▁ a ▁white ▁shirt ▁is ▁standing ▁in ▁ a ▁door way ▁ surrounded ▁by ▁basket s ▁as ▁ a ▁woman ▁in ▁ a ▁red ▁shirt ▁passes ▁by . </s> ▁A ▁woman ▁is ▁wearing ▁ a ▁white ▁shirt . </s>,1,0,"[0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A woman with brown hair wearing a white shirt is standing in a doorway surrounded by baskets as a woman in a red shirt passes by. A woman is wearing a white shirt.,"[0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1]"
▁A ▁group ▁of ▁people ▁are ▁outside ▁working . </s> ▁A ▁group ▁of ▁children ▁are ▁swimming ▁outside . </s>,0,0,"[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]",A group of people are outside working. A group of children are swimming outside.,"[0, 0, 0, 0, 0, 1, 1]"
▁A ▁group ▁of ▁people ▁are ▁outside ▁working . </s> ▁People ▁are ▁busy . </s>,1,1,"[0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A group of people are outside working. People are busy.,"[0, 1, 0, 0, 0, 1, 1]"
▁A ▁boy ▁lying ▁on ▁ a ▁hospital ▁bed ▁with ▁his ▁leg ▁hanging ▁over ▁the ▁side . </s> ▁ a ▁little ▁girl ▁ lays ▁on ▁ a ▁hospital ▁bed </s>,0,0,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.5, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.5, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]",A boy lying on a hospital bed with his leg hanging over the side. a little girl lays on a hospital bed,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1]"
▁A ▁boy ▁lying ▁on ▁ a ▁hospital ▁bed ▁with ▁his ▁leg ▁hanging ▁over ▁the ▁side . </s> ▁ a ▁kid ▁is ▁at ▁the ▁hospital </s>,1,1,"[0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",A boy lying on a hospital bed with his leg hanging over the side. a kid is at the hospital,"[0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1]"
▁Five ▁women ▁wearing ▁red ▁ shirts ▁are ▁le an ing ▁against ▁ a ▁red ▁car . </s> ▁Everyone ▁is ▁wearing ▁blue ▁but ▁looks ▁red ▁due ▁to ▁the ▁sun ▁ gla re . </s>,0,0,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0]",Five women wearing red shirts are leaning against a red car. Everyone is wearing blue but looks red due to the sun glare.,"[1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1]"
▁A ▁woman ▁standing ▁in ▁front ▁of ▁ a ▁wall ▁holding ▁ a ▁can ▁of ▁Bud ▁Light ▁with ▁her ▁shirt ▁tied ▁into ▁ a ▁semi - halter . </s> ▁Every body ▁visible ▁is ▁dressed ▁extremely ▁ formally . </s>,0,1,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0]",A woman standing in front of a wall holding a can of Bud Light with her shirt tied into a semi-halter. Everybody visible is dressed extremely formally.,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1]"
