baseline,e-implcit-target-e-persona-human,e-persona-you,e-implcit-target-e-persona-you,e-implcit-target,e-persona-human,TextFoolerJin2019
,"{'distance': 0.6, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.293733), 'contradiction': 0.9967800974845886}",,"{'distance': 1.0, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.3888502), 'contradiction': 0.0009732398902997375}","{'distance': 1.0, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.3888502), 'contradiction': 0.0009732398902997375}",,"{'distance': 0.5294117647058824, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6058126), 'contradiction': 0.9234769344329834}"
,,,,,,
,,,,,,
,,,,,,
"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.9944221), 'contradiction': 0.0015520807355642319}","{'distance': 0.368421052631579, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.2, 'evidence_f1': 0.25, 'similarity_metrics': np.float32(0.82379776), 'contradiction': 0.7439248561859131}","{'distance': 0.11111111111111116, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.9944221), 'contradiction': 0.0015520807355642319}","{'distance': 0.26315789473684215, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.8616067), 'contradiction': 0.8878324627876282}","{'distance': 0.2222222222222222, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.9048721), 'contradiction': 0.9603489637374878}",,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.4444444444444444, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.85866576), 'contradiction': 0.0011703766649588943}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.85, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8864189), 'contradiction': 0.000686046143528074}"
,,,,,,
,,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.375, 'evidence_precision': 1.0, 'evidence_recall': 0.16666666666666666, 'evidence_f1': 0.2857142857142857, 'similarity_metrics': np.float32(0.7808883), 'contradiction': 0.0014886485878378153}"
,,,,,,
,,,,,,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.6153846153846154, 'evidence_precision': 0.5, 'evidence_recall': 0.2, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': np.float32(0.7584356), 'contradiction': 0.0013841745676472783}"
,,,,,,
,,,,,,"{'distance': 0.21739130434782605, 'evidence_accuracy': 0.85, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.88470006), 'contradiction': 0.046503808349370956}"
"{'distance': 0.10526315789473684, 'evidence_accuracy': 0.8, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.4, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.9103179), 'contradiction': 0.0007097283378243446}","{'distance': 0.1578947368421053, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.4, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': np.float32(0.82067513), 'contradiction': 0.9629697799682617}","{'distance': 0.10526315789473684, 'evidence_accuracy': 0.8, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.4, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.9103179), 'contradiction': 0.0007097283378243446}","{'distance': 0.1578947368421053, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.4, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': np.float32(0.82067513), 'contradiction': 0.9629697799682617}",,"{'distance': 0.10526315789473684, 'evidence_accuracy': 0.8, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.4, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.9103179), 'contradiction': 0.0007097283378243446}","{'distance': 0.17391304347826086, 'evidence_accuracy': 0.5, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.2, 'evidence_f1': 0.16666666666666666, 'similarity_metrics': np.float32(0.9085078), 'contradiction': 0.06836862117052078}"
,,,,,,"{'distance': 0.3157894736842105, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.84282804), 'contradiction': 0.032246094197034836}"
,,,,"{'distance': 0.7272727272727273, 'evidence_accuracy': 0.23529411764705882, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.23529411764705882, 'similarity_metrics': np.float32(0.4701136), 'contradiction': 0.21315275132656097}",,"{'distance': 0.55, 'evidence_accuracy': 0.47058823529411764, 'evidence_precision': 0.2, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.30769230769230765, 'similarity_metrics': np.float32(0.5969183), 'contradiction': 0.04346751794219017}"
,,,,,,"{'distance': 0.5652173913043479, 'evidence_accuracy': -0.125, 'evidence_precision': 0.1, 'evidence_recall': 1.0, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': np.float32(0.45518664), 'contradiction': 0.31374165415763855}"
,"{'distance': 0.25, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.99553025), 'contradiction': 0.0026740364264696836}",,"{'distance': 0.25, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.99553025), 'contradiction': 0.0026740364264696836}","{'distance': 0.25, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.99553025), 'contradiction': 0.0026740364264696836}",,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.9015887), 'contradiction': 0.01693287119269371}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.6842105263157895, 'evidence_accuracy': 0.5, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.44527724), 'contradiction': 0.7019728422164917}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.3846153846153846, 'evidence_accuracy': 0.6, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7534831), 'contradiction': 0.9962635636329651}"
,,,,,,
,,,,,,"{'distance': 0.33333333333333337, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.665596), 'contradiction': 0.0035131420008838177}"
,,,,,,"{'distance': 0.2727272727272727, 'evidence_accuracy': -0.25, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.7070307), 'contradiction': 0.9758580923080444}"
,,,"{'distance': 0.3548387096774194, 'evidence_accuracy': -0.15, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6955672), 'contradiction': 0.422440767288208}",,,"{'distance': 0.23809523809523814, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.6454834), 'contradiction': 0.2099335491657257}"
,"{'distance': 0.10526315789473684, 'evidence_accuracy': 0.95, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 1.0, 'evidence_f1': 0.8, 'similarity_metrics': np.float32(0.8435979), 'contradiction': 0.47023728489875793}",,,,,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.82186735), 'contradiction': 0.0030517736449837685}"
,,,,,,"{'distance': 0.16279069767441856, 'evidence_accuracy': 0.9, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.6959833), 'contradiction': 0.002519125584512949}"
,,,,,,"{'distance': 0.26086956521739135, 'evidence_accuracy': 0.7619047619047619, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.21996564), 'contradiction': 0.05796355381608009}"
,,,,,,
,,,,,,"{'distance': 0.20833333333333337, 'evidence_accuracy': 0.8571428571428571, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.91122925), 'contradiction': 0.003735435428097844}"
,,,,,,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.5903022), 'contradiction': 0.002304444555193186}"
,,,,,,
,,,,,,
,"{'distance': 0.6521739130434783, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.50916165), 'contradiction': 0.9984261989593506}",,"{'distance': 0.6521739130434783, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.50916165), 'contradiction': 0.9984261989593506}",,"{'distance': 0.41666666666666663, 'evidence_accuracy': 0.3125, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.26666666666666666, 'similarity_metrics': np.float32(0.7326888), 'contradiction': 0.0010679374681785703}","{'distance': 0.2432432432432432, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.766419), 'contradiction': 0.003778873011469841}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.19999999999999996, 'evidence_accuracy': 0.5333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.81635165), 'contradiction': 0.005010728258639574}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.28, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.47425166), 'contradiction': 0.016445906832814217}"
,,,,,,"{'distance': 0.3076923076923077, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': np.float32(0.93667734), 'contradiction': 0.0025827123317867517}"
,,"{'distance': 1.0, 'evidence_accuracy': 0.21428571428571427, 'evidence_precision': 0.21428571428571427, 'evidence_recall': 1.0, 'evidence_f1': 0.35294117647058826, 'similarity_metrics': np.float32(0.5438498), 'contradiction': 0.04697767645120621}",,,"{'distance': 1.0, 'evidence_accuracy': 0.21428571428571427, 'evidence_precision': 0.21428571428571427, 'evidence_recall': 1.0, 'evidence_f1': 0.35294117647058826, 'similarity_metrics': np.float32(0.5438498), 'contradiction': 0.04697767645120621}","{'distance': 0.5, 'evidence_accuracy': 0.7857142857142857, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.307521), 'contradiction': 0.13236694037914276}"
,,,,,,
,,,,,,"{'distance': 0.31034482758620685, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.5820524), 'contradiction': 0.005402139853686094}"
,,,,,,"{'distance': 0.24137931034482762, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.7906554), 'contradiction': 0.004215830937027931}"
"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9852289), 'contradiction': 0.9033440351486206}","{'distance': 0.18181818181818177, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9852289), 'contradiction': 0.9033440351486206}","{'distance': 0.30000000000000004, 'evidence_accuracy': 0.7272727272727273, 'evidence_precision': 0.5, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5714285714285715, 'similarity_metrics': np.float32(0.8346858), 'contradiction': 0.0007023056969046593}",,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.5454545454545454, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9852289), 'contradiction': 0.9033440351486206}","{'distance': 0.23809523809523814, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.8831444), 'contradiction': 0.001322809373959899}","{'distance': 0.2592592592592593, 'evidence_accuracy': 0.36363636363636365, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2222222222222222, 'similarity_metrics': np.float32(0.83717096), 'contradiction': 0.001859622192569077}"
,,,,,,
,,,,,,"{'distance': 0.5238095238095238, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.48816776), 'contradiction': 0.06021372228860855}"
,,,,,,"{'distance': 0.23076923076923073, 'evidence_accuracy': 0.375, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.92341983), 'contradiction': 0.0008943959837779403}"
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.36585365853658536, 'evidence_accuracy': 0.75, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 1.0, 'evidence_f1': 0.4444444444444445, 'similarity_metrics': np.float32(0.5436109), 'contradiction': 0.28419744968414307}"
,,,,"{'distance': 0.3939393939393939, 'evidence_accuracy': 0.55, 'evidence_precision': 0.1, 'evidence_recall': 1.0, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': np.float32(0.70891094), 'contradiction': 0.9946711659431458}",,"{'distance': 0.04761904761904767, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': np.float32(0.93022054), 'contradiction': 0.0020690755918622017}"
,,,,,,"{'distance': 0.6129032258064516, 'evidence_accuracy': 0.46153846153846156, 'evidence_precision': 0.5714285714285714, 'evidence_recall': 0.5, 'evidence_f1': 0.5333333333333333, 'similarity_metrics': np.float32(0.3296851), 'contradiction': 0.5652362704277039}"
,,,,,,
,,,,,,"{'distance': 0.29729729729729726, 'evidence_accuracy': 0.14285714285714285, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8874235), 'contradiction': 0.0012114268029108644}"
,,,,,,"{'distance': 0.2222222222222222, 'evidence_accuracy': 0.7142857142857143, 'evidence_precision': 1.0, 'evidence_recall': 0.2, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': np.float32(0.75437343), 'contradiction': 0.001786577282473445}"
,,,,,,"{'distance': 0.47619047619047616, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4, 'similarity_metrics': np.float32(0.7372874), 'contradiction': 0.47985637187957764}"
,,,,,,"{'distance': 0.2727272727272727, 'evidence_accuracy': 0.7222222222222222, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.8348836), 'contradiction': 0.0018183364300057292}"
,,,,,,
,,,,,,"{'distance': 0.4782608695652174, 'evidence_accuracy': 0.75, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 1.0, 'evidence_f1': 0.5, 'similarity_metrics': np.float32(0.6503427), 'contradiction': 0.2886105477809906}"
,,,,,,
,,,,,,
,"{'distance': 0.52, 'evidence_accuracy': 0.3125, 'evidence_precision': 0.18181818181818182, 'evidence_recall': 0.5, 'evidence_f1': 0.26666666666666666, 'similarity_metrics': np.float32(0.64747703), 'contradiction': 0.9989244341850281}",,,,,"{'distance': 0.18918918918918914, 'evidence_accuracy': 0.875, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.88490784), 'contradiction': 0.0022952703293412924}"
,,,,,,
,,,,,,"{'distance': 0.2592592592592593, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9170702), 'contradiction': 0.0024948404170572758}"
"{'distance': 0.4285714285714286, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.77573043), 'contradiction': 0.0012048137141391635}","{'distance': 0.23076923076923073, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.97915995), 'contradiction': 0.013262804597616196}","{'distance': 0.4285714285714286, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.77573043), 'contradiction': 0.0012048137141391635}","{'distance': 0.23076923076923073, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.97915995), 'contradiction': 0.013262804597616196}","{'distance': 0.23076923076923073, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.97915995), 'contradiction': 0.013262804597616196}","{'distance': 0.4285714285714286, 'evidence_accuracy': 0.8333333333333334, 'evidence_precision': 0.5, 'evidence_recall': 1.0, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': np.float32(0.77573043), 'contradiction': 0.0012048137141391635}","{'distance': 0.4444444444444444, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.50871694), 'contradiction': 0.0018816090887412429}"
