e-implcit-target-e-persona-you,e-persona-you,e-implcit-target-e-persona-human,baseline,e-implcit-target,e-persona-human,TextFoolerJin2019
,,,,,,"{'distance': 0.4375, 'evidence_accuracy': 0.4375, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.30769230769230765, 'similarity_metrics': 0.46991092, 'contradiction': 0.000928531342651695}"
,,,"{'distance': 0.16129032258064513, 'evidence_accuracy': 0.75, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.92734003, 'contradiction': 0.0006227443227544427}",,,"{'distance': 0.5, 'evidence_accuracy': 0.4375, 'evidence_precision': 0.125, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': 0.51507485, 'contradiction': 0.0011977924732491374}"
,,,,,,"{'distance': 0.125, 'evidence_accuracy': 0.375, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9108349, 'contradiction': 0.0025084796361625195}"
,,,,,,"{'distance': 0.125, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.87387806, 'contradiction': 0.004310397431254387}"
"{'distance': 0.31034482758620685, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.4, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5, 'similarity_metrics': 0.6533984, 'contradiction': 0.9898614883422852}",,"{'distance': 0.31034482758620685, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.4, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5, 'similarity_metrics': 0.6533984, 'contradiction': 0.9898614883422852}","{'distance': 0.4117647058823529, 'evidence_accuracy': 0.6, 'evidence_precision': 0.2, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.25, 'similarity_metrics': 0.41671407, 'contradiction': 0.9746227264404297}","{'distance': 0.31034482758620685, 'evidence_accuracy': 0.7333333333333333, 'evidence_precision': 0.4, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.5, 'similarity_metrics': 0.6533984, 'contradiction': 0.9898614883422852}",,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9642032, 'contradiction': 0.0014833370223641396}"
,,,,,,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.8, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9881054, 'contradiction': 0.0012113982811570168}"
,,,,,,
,,,,,,"{'distance': 0.05555555555555558, 'evidence_accuracy': 0.7222222222222222, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9783424, 'contradiction': 0.0016216974472627044}"
"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9837854, 'contradiction': 0.002831624122336507}",,"{'distance': 0.1428571428571429, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9837854, 'contradiction': 0.002831624122336507}",,,,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.78571606, 'contradiction': 0.010087051428854465}"
,"{'distance': 0.7272727272727273, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.2, 'evidence_recall': 0.5, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.3566442, 'contradiction': 0.1265874058008194}","{'distance': 0.6666666666666667, 'evidence_accuracy': 0.42857142857142855, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.40058726, 'contradiction': 0.008446333929896355}",,,"{'distance': 0.7272727272727273, 'evidence_accuracy': 0.2857142857142857, 'evidence_precision': 0.2, 'evidence_recall': 0.5, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.3566442, 'contradiction': 0.1265874058008194}","{'distance': 0.2857142857142857, 'evidence_accuracy': 0.5714285714285714, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.5, 'evidence_f1': 0.4, 'similarity_metrics': 0.78571606, 'contradiction': 0.010087051428854465}"
,,,,,,
,,,,,,
"{'distance': 0.30000000000000004, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.57667375, 'contradiction': 0.8766660690307617}","{'distance': 0.30000000000000004, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.57667375, 'contradiction': 0.8766660690307617}","{'distance': 0.30000000000000004, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.57667375, 'contradiction': 0.8766660690307617}","{'distance': 0.30000000000000004, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.57667375, 'contradiction': 0.8766660690307617}","{'distance': 0.30000000000000004, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.57667375, 'contradiction': 0.8766660690307617}","{'distance': 0.30000000000000004, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.57667375, 'contradiction': 0.8766660690307617}",
"{'distance': 0.4545454545454546, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.8, 'evidence_recall': 1.0, 'evidence_f1': 0.888888888888889, 'similarity_metrics': 0.8171686, 'contradiction': 0.0009033511159941554}",,"{'distance': 0.4545454545454546, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.8, 'evidence_recall': 1.0, 'evidence_f1': 0.888888888888889, 'similarity_metrics': 0.8171686, 'contradiction': 0.0009033511159941554}","{'distance': 0.36363636363636365, 'evidence_accuracy': 0.9090909090909091, 'evidence_precision': 0.8, 'evidence_recall': 1.0, 'evidence_f1': 0.888888888888889, 'similarity_metrics': 0.71297073, 'contradiction': 0.9727092981338501}",,,
,,,,,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9900334, 'contradiction': 0.0010331866797059774}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.2941176470588235, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.5, 'evidence_recall': 0.75, 'evidence_f1': 0.6, 'similarity_metrics': 0.6187319, 'contradiction': 0.4271703064441681}"
,,,,,,
,"{'distance': 0.2857142857142857, 'evidence_accuracy': 0.7368421052631579, 'evidence_precision': 0.2, 'evidence_recall': 0.5, 'evidence_f1': 0.28571428571428575, 'similarity_metrics': 0.85231495, 'contradiction': 0.04448222368955612}",,,,,"{'distance': 0.368421052631579, 'evidence_accuracy': 0.6842105263157895, 'evidence_precision': 0.25, 'evidence_recall': 1.0, 'evidence_f1': 0.4, 'similarity_metrics': 0.5218205, 'contradiction': 0.015545486472547054}"
,,,,,,
,"{'distance': 0.36363636363636365, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.81964946, 'contradiction': 0.0066445013508200645}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.72675574, 'contradiction': 0.9985059499740601}","{'distance': 0.33333333333333337, 'evidence_accuracy': 0.3333333333333333, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.80841565, 'contradiction': 0.00716486107558012}","{'distance': 0.16666666666666663, 'evidence_accuracy': 0.6666666666666666, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.72675574, 'contradiction': 0.9985059499740601}",,"{'distance': 0.08333333333333337, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.880443, 'contradiction': 0.12167088687419891}"
,"{'distance': 0.5555555555555556, 'evidence_accuracy': 0.25, 'evidence_precision': 0.125, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': 0.622674, 'contradiction': 0.00161335791926831}",,"{'distance': 0.4, 'evidence_accuracy': 0.5, 'evidence_precision': 0.2857142857142857, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.4, 'similarity_metrics': 0.7364013, 'contradiction': 0.0028562757652252913}",,,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.96894765, 'contradiction': 0.0062000686302781105}"
,,,,,,"{'distance': 0.18181818181818177, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.2, 'evidence_recall': 0.2, 'evidence_f1': 0.20000000000000004, 'similarity_metrics': 0.5637397, 'contradiction': 0.005809111054986715}"
,,,,,,"{'distance': 0.36363636363636365, 'evidence_accuracy': 0.6818181818181818, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 1.0, 'evidence_f1': 0.3636363636363636, 'similarity_metrics': 0.3674568, 'contradiction': 0.0014462595572695136}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.9622003, 'contradiction': 0.0023925243876874447}"
,,,,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 0.5555555555555556, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.71469164, 'contradiction': 0.15150584280490875}"
,,,,,,
"{'distance': 0.34883720930232553, 'evidence_accuracy': 0.5909090909090909, 'evidence_precision': 0.125, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': 0.87025344, 'contradiction': 0.9904689192771912}","{'distance': 0.3023255813953488, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2, 'similarity_metrics': 0.912051, 'contradiction': 0.05255558341741562}","{'distance': 0.34883720930232553, 'evidence_accuracy': 0.5909090909090909, 'evidence_precision': 0.125, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.18181818181818182, 'similarity_metrics': 0.87025344, 'contradiction': 0.9904689192771912}","{'distance': 0.3023255813953488, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2, 'similarity_metrics': 0.90003395, 'contradiction': 0.005721287336200476}",,"{'distance': 0.3023255813953488, 'evidence_accuracy': 0.6363636363636364, 'evidence_precision': 0.14285714285714285, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.2, 'similarity_metrics': 0.912051, 'contradiction': 0.05255558341741562}","{'distance': 0.045454545454545414, 'evidence_accuracy': 0.8181818181818182, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9085169, 'contradiction': 0.002860382664948702}"
,,,,,,"{'distance': 0.04347826086956519, 'evidence_accuracy': 0.6956521739130435, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.91831344, 'contradiction': 0.002092287875711918}"
,,,,,,
"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.875, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.82243836, 'contradiction': 0.0006313447374850512}",,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.875, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.82243836, 'contradiction': 0.0006313447374850512}",,"{'distance': 0.06666666666666665, 'evidence_accuracy': 0.875, 'evidence_precision': 1.0, 'evidence_recall': 0.5, 'evidence_f1': 0.6666666666666666, 'similarity_metrics': 0.82243836, 'contradiction': 0.0006313447374850512}",,
,,"{'distance': 0.125, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.69599867, 'contradiction': 0.9989237189292908}",,"{'distance': 0.125, 'evidence_accuracy': 0.75, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.69599867, 'contradiction': 0.9989237189292908}",,"{'distance': 0.125, 'evidence_accuracy': 0.625, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.6335604, 'contradiction': 0.6239789128303528}"
,,,"{'distance': 0.11111111111111116, 'evidence_accuracy': 1.0, 'evidence_precision': 1.0, 'evidence_recall': 1.0, 'evidence_f1': 1.0, 'similarity_metrics': 0.6449986, 'contradiction': 0.9994204044342041}",,,
,,,,,,
,,,,,,
,,,,,,
,"{'distance': 0.8823529411764706, 'evidence_accuracy': 0.23076923076923078, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 1.0, 'evidence_f1': 0.375, 'similarity_metrics': 0.41485173, 'contradiction': 0.9981403350830078}",,,,"{'distance': 0.8823529411764706, 'evidence_accuracy': 0.23076923076923078, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 1.0, 'evidence_f1': 0.375, 'similarity_metrics': 0.41485173, 'contradiction': 0.9981403350830078}","{'distance': 0.07692307692307687, 'evidence_accuracy': 0.9230769230769231, 'evidence_precision': 1.0, 'evidence_recall': 0.6666666666666666, 'evidence_f1': 0.8, 'similarity_metrics': 0.91370547, 'contradiction': 0.0023140194825828075}"
,,,,,,
,,,,,,"{'distance': 0.09999999999999998, 'evidence_accuracy': 0.7, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.9583838, 'contradiction': 0.00573390070348978}"
,,,,,,
,"{'distance': 0.0, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.96990526, 'contradiction': 0.0016858106246218085}","{'distance': 0.0, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.96990526, 'contradiction': 0.0016858106246218085}","{'distance': 0.0, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.96990526, 'contradiction': 0.0016858106246218085}",,"{'distance': 0.0, 'evidence_accuracy': 0.5, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.96990526, 'contradiction': 0.0016858106246218085}",
,,,,,,"{'distance': 0.125, 'evidence_accuracy': 0.75, 'evidence_precision': 0.5, 'evidence_recall': 0.5, 'evidence_f1': 0.5, 'similarity_metrics': 0.9126748, 'contradiction': 0.0026603571604937315}"
,,,,,,
"{'distance': 0.7446808510638299, 'evidence_accuracy': 0.1282051282051282, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.64908147, 'contradiction': 0.0036204757634550333}","{'distance': 0.7872340425531915, 'evidence_accuracy': 0.10256410256410256, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.717598, 'contradiction': 0.19018159806728363}","{'distance': 0.7446808510638299, 'evidence_accuracy': 0.1282051282051282, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.64908147, 'contradiction': 0.0036204757634550333}","{'distance': 0.7446808510638299, 'evidence_accuracy': 0.1282051282051282, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.64908147, 'contradiction': 0.0036204757634550333}","{'distance': 0.7446808510638299, 'evidence_accuracy': 0.1282051282051282, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.64908147, 'contradiction': 0.0036204757634550333}","{'distance': 0.7446808510638299, 'evidence_accuracy': 0.1282051282051282, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.64908147, 'contradiction': 0.0036204757634550333}",
,,,,,,"{'distance': 0.07692307692307687, 'evidence_accuracy': 0.8461538461538461, 'evidence_precision': 1.0, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.5, 'similarity_metrics': 0.95699656, 'contradiction': 0.019143305718898773}"
,,,,,,"{'distance': 0.0625, 'evidence_accuracy': 0.8125, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.8748027, 'contradiction': 0.0013004710199311376}"
,,,,,,"{'distance': 0.1875, 'evidence_accuracy': 0.75, 'evidence_precision': 0.25, 'evidence_recall': 0.5, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.83962405, 'contradiction': 0.001319277216680348}"
,,,,,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.8235294117647058, 'evidence_precision': 0.5, 'evidence_recall': 0.3333333333333333, 'evidence_f1': 0.4, 'similarity_metrics': 0.880168, 'contradiction': 0.0017119538970291615}"
,,,,,,"{'distance': 0.05882352941176472, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.5, 'evidence_recall': 0.25, 'evidence_f1': 0.3333333333333333, 'similarity_metrics': 0.98163193, 'contradiction': 0.0015326457796618342}"
,,,,,,"{'distance': 0.23529411764705888, 'evidence_accuracy': 0.7647058823529411, 'evidence_precision': 0.2, 'evidence_recall': 1.0, 'evidence_f1': 0.33333333333333337, 'similarity_metrics': 0.75875354, 'contradiction': 0.9977226853370667}"
,,,,,,
,,,,,,"{'distance': 0.16666666666666663, 'evidence_accuracy': 0.5, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.2, 'evidence_f1': 0.25, 'similarity_metrics': 0.95629966, 'contradiction': 0.0024414488580077887}"
"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.82140636, 'contradiction': 0.9986863732337952}",,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.82140636, 'contradiction': 0.9986863732337952}",,"{'distance': 0.08333333333333337, 'evidence_accuracy': 0.75, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': 0.82140636, 'contradiction': 0.9986863732337952}",,
